event_id,user_id,event_time,event_name,order_value
E1315,U0248,2025-02-18,purchase,83.8
E1316,U0248,2025-04-09,feature_used,
E1317,U0249,2025-02-23,browse,
E1318,U0249,2025-03-21,login,
E1319,U0249,2025-03-06,login,
E1320,U0249,2025-01-12,browse,
E1321,U0249,2025-01-24,login,
E1322,U0250,2025-01-30,login,
E1323,U0250,2025-02-23,purchase,102.99
E1324,U0250,2025-01-13,purchase,16.77
E1325,U0250,2025-03-24,purchase,16.45
E1326,U0250,2025-04-11,feature_used,
E1327,U0251,2025-03-18,browse,
E1328,U0251,2025-04-11,purchase,83.56
E1329,U0251,2025-03-27,browse,
E1330,U0251,2025-03-17,browse,
E1331,U0252,2025-03-14,purchase,108.41
E1332,U0252,2025-02-01,login,
E1333,U0252,2025-01-15,login,
E1334,U0252,2025-04-11,login,
E1335,U0252,2025-01-13,browse,
E1336,U0252,2025-01-05,browse,
E1337,U0253,2025-02-01,browse,
E1338,U0253,2025-04-09,login,
E1339,U0253,2025-01-15,purchase,85.02
E1340,U0253,2025-04-22,login,
E1341,U0253,2025-04-10,login,
E1342,U0253,2025-03-26,purchase,42.51
E1343,U0254,2025-04-23,browse,
E1344,U0254,2025-04-01,login,
E1345,U0254,2025-04-13,purchase,53.93
E1346,U0254,2025-02-09,purchase,7.42
E1347,U0254,2025-03-18,login,
E1348,U0254,2025-01-23,browse,
E1349,U0254,2025-01-16,login,
E1350,U0254,2025-03-15,feature_used,
E1351,U0255,2025-01-09,purchase,20.38
E1352,U0255,2025-01-12,browse,
E1353,U0255,2025-03-10,browse,
E1354,U0255,2025-02-23,login,
E1355,U0255,2025-04-26,purchase,113.25
E1356,U0255,2025-02-23,browse,
E1357,U0255,2025-03-24,feature_used,
E1358,U0256,2025-02-22,login,
E1359,U0256,2025-02-02,purchase,28.55
E1360,U0256,2025-03-12,login,
E1361,U0256,2025-02-25,purchase,89.93
E1362,U0256,2025-04-15,login,
E1363,U0256,2025-03-13,login,
E1364,U0256,2025-04-02,feature_used,
E1365,U0257,2025-01-12,browse,
E1366,U0257,2025-04-28,login,
E1367,U0257,2025-01-04,purchase,48.38
E1368,U0257,2025-04-05,login,
E1369,U0258,2025-02-22,login,
E1370,U0258,2025-01-18,browse,
E1371,U0258,2025-02-12,login,
E1372,U0258,2025-02-04,login,
E1373,U0258,2025-03-04,purchase,56.13
E1374,U0258,2025-04-29,purchase,38.54
E1375,U0258,2025-04-08,login,
E1376,U0258,2025-03-15,feature_used,
E1377,U0259,2025-01-17,purchase,71.38
E1378,U0259,2025-04-22,browse,
E1379,U0259,2025-04-01,purchase,6.92
E1380,U0259,2025-03-29,browse,
E1381,U0260,2025-02-18,browse,
E1382,U0260,2025-02-28,login,
E1383,U0260,2025-03-14,purchase,96.7
E1384,U0260,2025-03-09,purchase,47.35
E1385,U0260,2025-03-12,purchase,64.17
E1386,U0260,2025-03-28,purchase,109.64
E1387,U0261,2025-04-21,purchase,57.54
E1388,U0261,2025-03-18,browse,
E1389,U0261,2025-01-15,browse,
E1390,U0262,2025-03-27,purchase,54.09
E1391,U0262,2025-04-24,purchase,8.5
E1392,U0262,2025-04-24,purchase,105.51
E1393,U0262,2025-04-05,feature_used,
E1394,U0263,2025-03-25,purchase,62.82
E1395,U0263,2025-03-20,login,
E1396,U0263,2025-01-23,login,
E1397,U0263,2025-01-28,purchase,40.06
E1398,U0263,2025-01-16,browse,
E1399,U0263,2025-02-06,browse,
E1400,U0263,2025-01-21,browse,
E1401,U0264,2025-02-21,login,
E1402,U0264,2025-01-19,purchase,113.09
E1403,U0264,2025-04-19,login,
E1404,U0264,2025-02-13,purchase,118.63
E1405,U0264,2025-01-07,browse,
E1406,U0264,2025-02-13,login,
E1407,U0264,2025-03-19,feature_used,
E1408,U0265,2025-01-10,purchase,64.98
E1409,U0265,2025-01-10,login,
E1410,U0265,2025-04-12,login,
E1411,U0265,2025-04-01,purchase,78.13
E1412,U0266,2025-01-09,browse,
E1413,U0266,2025-01-17,login,
E1414,U0266,2025-03-10,browse,
E1415,U0267,2025-02-09,login,
E1416,U0267,2025-02-07,login,
E1417,U0267,2025-02-12,browse,
E1418,U0267,2025-03-04,login,
E1419,U0267,2025-01-19,browse,
E1420,U0267,2025-04-10,login,
E1421,U0267,2025-02-19,purchase,66.59
E1422,U0268,2025-04-05,purchase,43.62
E1423,U0268,2025-01-06,login,
E1424,U0268,2025-02-26,purchase,11.58
E1425,U0268,2025-01-01,browse,
E1426,U0269,2025-04-12,login,
E1427,U0269,2025-02-23,browse,
E1428,U0269,2025-01-25,purchase,37.49
E1429,U0269,2025-01-28,login,
E1430,U0269,2025-01-05,purchase,51.57
E1431,U0269,2025-04-30,login,
E1432,U0270,2025-01-21,purchase,88.95
E1433,U0270,2025-04-09,login,
E1434,U0270,2025-04-15,browse,
E1435,U0270,2025-02-09,login,
E1436,U0270,2025-04-03,feature_used,
E1437,U0271,2025-04-19,purchase,50.18
E1438,U0271,2025-04-08,login,
E1439,U0271,2025-03-26,login,
E1440,U0271,2025-02-25,login,
E1441,U0271,2025-02-24,purchase,96.33
E1442,U0271,2025-04-22,login,
E1443,U0272,2025-04-30,browse,
E1444,U0272,2025-01-07,purchase,66.82
E1445,U0272,2025-04-28,login,
E1446,U0272,2025-03-04,purchase,34.63
E1447,U0272,2025-02-11,purchase,84.16
E1448,U0273,2025-02-08,login,
E1449,U0273,2025-03-23,browse,
E1450,U0273,2025-04-27,login,
E1451,U0273,2025-04-28,login,
E1452,U0273,2025-03-12,browse,
E1453,U0273,2025-03-22,login,
E1454,U0273,2025-02-08,login,
E1455,U0273,2025-04-07,feature_used,
E1456,U0274,2025-01-18,browse,
E1457,U0274,2025-02-11,purchase,24.6
E1458,U0274,2025-02-26,login,
E1459,U0274,2025-03-24,login,
E1460,U0274,2025-01-12,purchase,8.33
E1461,U0274,2025-03-23,login,
E1462,U0274,2025-01-17,purchase,8.72
E1463,U0274,2025-03-17,feature_used,
E1464,U0275,2025-03-24,login,
E1465,U0275,2025-04-19,login,
E1466,U0275,2025-03-17,login,
E1467,U0275,2025-01-20,login,
E1468,U0275,2025-03-06,browse,
E1469,U0275,2025-04-10,feature_used,
E1470,U0276,2025-03-27,browse,
E1471,U0276,2025-01-18,purchase,21.04
E1472,U0276,2025-04-22,login,
E1473,U0276,2025-02-15,browse,
E1474,U0276,2025-02-01,browse,
E1475,U0276,2025-01-27,purchase,87.57
E1476,U0276,2025-04-01,feature_used,
E1477,U0277,2025-02-07,purchase,73.95
E1478,U0277,2025-02-28,browse,
E1479,U0277,2025-01-09,login,
E1480,U0277,2025-03-14,browse,
E1481,U0277,2025-04-20,browse,
E1482,U0277,2025-03-13,purchase,116.16
E1483,U0278,2025-03-07,login,
E1484,U0278,2025-04-17,browse,
E1485,U0278,2025-03-19,purchase,10.67
E1486,U0278,2025-01-22,login,
E1487,U0278,2025-01-31,login,
E1488,U0278,2025-01-23,purchase,41.3
E1489,U0279,2025-04-18,browse,
E1490,U0279,2025-02-19,browse,
E1491,U0279,2025-02-11,purchase,71.3
E1492,U0279,2025-04-12,browse,
E1493,U0279,2025-01-12,login,
E1494,U0279,2025-04-13,purchase,83.35
E1495,U0279,2025-01-18,purchase,102.74
E1496,U0279,2025-03-21,feature_used,
E1497,U0280,2025-03-11,browse,
E1498,U0280,2025-04-24,purchase,29.26
E1499,U0280,2025-04-12,purchase,8.49
E1500,U0280,2025-02-14,browse,
E1501,U0281,2025-01-03,purchase,12.93
E1502,U0281,2025-03-27,login,
E1503,U0281,2025-03-27,login,
E1504,U0281,2025-03-15,purchase,34.21
E1505,U0281,2025-02-20,browse,
E1506,U0281,2025-03-21,feature_used,
E1507,U0282,2025-02-21,login,
E1508,U0282,2025-01-06,browse,
E1509,U0282,2025-03-24,login,
E1510,U0282,2025-04-02,feature_used,
E1511,U0283,2025-01-24,login,
E1512,U0283,2025-04-12,login,
E1513,U0283,2025-01-04,browse,
E1514,U0283,2025-01-24,purchase,35.68
E1515,U0283,2025-02-28,login,
E1516,U0283,2025-04-09,login,
E1517,U0283,2025-01-03,browse,
E1518,U0284,2025-01-06,purchase,78.1
E1519,U0284,2025-01-17,browse,
E1520,U0284,2025-02-05,login,
E1521,U0284,2025-04-14,login,
E1522,U0284,2025-04-23,browse,
E1523,U0284,2025-03-25,feature_used,
E1524,U0285,2025-03-31,purchase,38.8
E1525,U0285,2025-01-22,browse,
E1526,U0285,2025-04-21,login,
E1527,U0285,2025-04-17,purchase,118.55
E1528,U0285,2025-02-24,login,
E1529,U0285,2025-03-27,feature_used,
E1530,U0286,2025-01-13,browse,
E1531,U0286,2025-04-30,login,
E1532,U0286,2025-03-15,purchase,59.56
E1533,U0286,2025-04-07,login,
E1534,U0286,2025-02-26,browse,
E1535,U0286,2025-02-09,purchase,88.05
E1536,U0286,2025-03-24,feature_used,
E1537,U0287,2025-04-26,purchase,31.78
E1538,U0287,2025-02-03,purchase,39.09
E1539,U0287,2025-03-08,browse,
E1540,U0287,2025-03-13,login,
E1541,U0287,2025-04-03,feature_used,
E1542,U0288,2025-04-08,login,
E1543,U0288,2025-02-19,purchase,39.26
E1544,U0288,2025-03-21,login,
E1545,U0289,2025-01-23,login,
E1546,U0289,2025-04-01,purchase,79.05
E1547,U0289,2025-04-20,login,
E1548,U0289,2025-03-11,login,
E1549,U0289,2025-02-07,login,
E1550,U0289,2025-01-02,login,
E1551,U0289,2025-03-27,browse,
E1552,U0290,2025-04-13,purchase,38.66
E1553,U0290,2025-01-18,browse,
E1554,U0290,2025-02-07,purchase,20.34
E1555,U0290,2025-04-28,browse,
E1556,U0290,2025-04-27,purchase,23.79
E1557,U0290,2025-02-06,browse,
E1558,U0290,2025-04-04,browse,
E1559,U0290,2025-04-11,feature_used,
E1560,U0291,2025-04-04,purchase,109.73
E1561,U0291,2025-01-13,login,
E1562,U0291,2025-02-10,purchase,100.24
E1563,U0291,2025-03-21,login,
E1564,U0291,2025-04-09,feature_used,
E1565,U0292,2025-01-27,browse,
E1566,U0292,2025-01-26,login,
E1567,U0292,2025-01-07,purchase,99.43
E1568,U0292,2025-02-11,login,
E1569,U0292,2025-02-16,purchase,57.2
E1570,U0292,2025-02-22,purchase,70.8
E1571,U0292,2025-02-28,login,
E1572,U0293,2025-02-20,login,
E1573,U0293,2025-02-08,purchase,7.83
E1574,U0293,2025-01-04,browse,
E1575,U0293,2025-01-03,purchase,88.41
E1576,U0294,2025-04-01,browse,
E1577,U0294,2025-02-05,purchase,79.44
E1578,U0294,2025-03-16,purchase,67.01
E1579,U0294,2025-04-21,purchase,93.31
E1580,U0295,2025-03-08,login,
E1581,U0295,2025-03-04,browse,
E1582,U0295,2025-02-20,login,
E1583,U0295,2025-01-02,login,
E1584,U0295,2025-03-23,browse,
E1585,U0295,2025-04-18,browse,
E1586,U0296,2025-01-31,login,
E1587,U0296,2025-01-10,purchase,116.85
E1588,U0296,2025-04-24,login,
E1589,U0296,2025-03-17,purchase,59.95
E1590,U0296,2025-02-05,browse,
E1591,U0296,2025-04-28,browse,
E1592,U0296,2025-03-26,login,
E1593,U0297,2025-04-12,login,
E1594,U0297,2025-04-18,browse,
E1595,U0297,2025-01-26,purchase,80.38
E1596,U0297,2025-03-13,login,
E1597,U0297,2025-03-17,feature_used,
E1598,U0298,2025-02-16,purchase,13.85
E1599,U0298,2025-04-05,browse,
E1600,U0298,2025-01-13,purchase,99.44
E1601,U0298,2025-04-30,browse,
E1602,U0298,2025-03-21,browse,
E1603,U0298,2025-02-24,purchase,20.78
E1604,U0299,2025-04-27,browse,
E1605,U0299,2025-03-12,login,
E1606,U0299,2025-03-05,purchase,77.57
E1607,U0299,2025-04-07,feature_used,
E1608,U0300,2025-01-08,login,
E1609,U0300,2025-02-27,purchase,83.64
E1610,U0300,2025-02-15,browse,
E1611,U0300,2025-01-31,login,
E1612,U0300,2025-04-24,browse,
E1613,U0300,2025-04-03,login,
E1614,U0300,2025-04-05,feature_used,
E1615,U0301,2025-04-14,browse,
E1616,U0301,2025-04-03,browse,
E1617,U0301,2025-03-21,purchase,99.24
E1618,U0301,2025-03-23,feature_used,
E1619,U0302,2025-04-01,browse,
E1620,U0302,2025-03-29,login,
E1621,U0302,2025-03-18,purchase,34.95
E1622,U0303,2025-01-05,browse,
E1623,U0303,2025-02-11,browse,
E1624,U0303,2025-01-07,browse,
E1625,U0303,2025-02-11,login,
E1626,U0303,2025-02-05,login,
E1627,U0303,2025-04-15,login,
E1628,U0303,2025-01-27,purchase,115.71
E1629,U0304,2025-01-25,login,
E1630,U0304,2025-02-23,browse,
E1631,U0304,2025-03-08,browse,
E1632,U0304,2025-01-06,browse,
E1633,U0304,2025-02-27,browse,
E1634,U0304,2025-03-11,purchase,98.06
E1635,U0305,2025-04-13,login,
E1636,U0305,2025-01-24,purchase,115.17
E1637,U0305,2025-04-22,login,
E1638,U0305,2025-03-25,browse,
E1639,U0305,2025-03-06,login,
E1640,U0305,2025-03-06,purchase,95.73
E1641,U0306,2025-02-14,purchase,117.25
E1642,U0306,2025-01-26,purchase,79.28
E1643,U0306,2025-03-18,browse,
E1644,U0306,2025-03-06,purchase,23.03
E1645,U0306,2025-01-24,login,
E1646,U0306,2025-03-15,browse,
E1647,U0307,2025-04-25,purchase,24.02
E1648,U0307,2025-03-09,purchase,38.61
E1649,U0307,2025-02-12,purchase,109.21
E1650,U0307,2025-03-10,browse,
E1651,U0308,2025-02-08,browse,
E1652,U0308,2025-01-03,login,
E1653,U0308,2025-03-17,login,
E1654,U0308,2025-01-07,purchase,28.65
E1655,U0308,2025-02-18,purchase,24.41
E1656,U0309,2025-04-27,login,
E1657,U0309,2025-02-05,login,
E1658,U0309,2025-02-01,purchase,39.93
E1659,U0309,2025-01-28,browse,
E1660,U0309,2025-04-06,feature_used,
E1661,U0310,2025-03-21,login,
E1662,U0310,2025-02-27,login,
E1663,U0310,2025-03-24,purchase,19.99
E1664,U0311,2025-04-11,login,
E1665,U0311,2025-02-22,browse,
E1666,U0311,2025-04-10,browse,
E1667,U0311,2025-02-05,login,
E1668,U0311,2025-03-09,browse,
E1669,U0311,2025-02-05,browse,
E1670,U0311,2025-03-18,feature_used,
E1671,U0312,2025-04-13,login,
E1672,U0312,2025-02-16,login,
E1673,U0312,2025-02-08,purchase,21.17
E1674,U0312,2025-01-29,purchase,119.04
E1675,U0312,2025-02-23,login,
E1676,U0312,2025-03-31,browse,
E1677,U0313,2025-04-07,purchase,107.01
E1678,U0313,2025-04-09,browse,
E1679,U0313,2025-02-27,purchase,30.72
E1680,U0313,2025-04-13,purchase,109.67
E1681,U0313,2025-02-27,login,
E1682,U0314,2025-04-09,purchase,25.1
E1683,U0314,2025-01-05,login,
E1684,U0314,2025-03-22,browse,
E1685,U0314,2025-04-16,login,
E1686,U0314,2025-02-01,login,
E1687,U0314,2025-03-15,login,
E1688,U0315,2025-01-09,login,
E1689,U0315,2025-03-03,browse,
E1690,U0315,2025-02-26,browse,
E1691,U0315,2025-01-29,login,
E1692,U0315,2025-04-07,feature_used,
E1693,U0316,2025-01-29,browse,
E1694,U0316,2025-03-20,browse,
E1695,U0316,2025-04-03,login,
E1696,U0316,2025-01-04,login,
E1697,U0317,2025-01-14,browse,
E1698,U0317,2025-01-03,browse,
E1699,U0317,2025-04-25,login,
E1700,U0317,2025-04-24,browse,
E1701,U0317,2025-03-03,browse,
E1702,U0318,2025-02-27,purchase,81.23
E1703,U0318,2025-04-22,login,
E1704,U0318,2025-03-30,browse,
E1705,U0318,2025-02-26,login,
E1706,U0318,2025-04-12,browse,
E1707,U0318,2025-03-18,login,
E1708,U0319,2025-04-16,browse,
E1709,U0319,2025-02-01,purchase,16.52
E1710,U0319,2025-02-02,login,
E1711,U0320,2025-01-30,browse,
E1712,U0320,2025-01-09,browse,
E1713,U0320,2025-01-26,purchase,77.41
E1714,U0321,2025-04-13,login,
E1715,U0321,2025-02-13,browse,
E1716,U0321,2025-02-04,login,
E1717,U0321,2025-02-24,purchase,71.79
E1718,U0321,2025-03-28,browse,
E1719,U0321,2025-01-09,browse,
E1720,U0321,2025-01-02,login,
E1721,U0322,2025-04-16,purchase,46.49
E1722,U0322,2025-02-13,browse,
E1723,U0322,2025-03-15,login,
E1724,U0322,2025-02-25,browse,
E1725,U0322,2025-03-20,feature_used,
E1726,U0323,2025-01-13,login,
E1727,U0323,2025-01-03,browse,
E1728,U0323,2025-01-26,purchase,49.88
E1729,U0323,2025-02-26,login,
E1730,U0323,2025-01-24,browse,
E1731,U0324,2025-03-07,login,
E1732,U0324,2025-01-11,browse,
E1733,U0324,2025-04-13,browse,
E1734,U0324,2025-04-08,login,
E1735,U0324,2025-03-31,purchase,56.71
E1736,U0324,2025-01-18,purchase,89.64
E1737,U0324,2025-03-22,feature_used,
E1738,U0325,2025-02-26,login,
E1739,U0325,2025-04-21,purchase,51.78
E1740,U0325,2025-03-14,purchase,7.2
E1741,U0325,2025-04-25,purchase,5.99
E1742,U0325,2025-04-09,feature_used,
E1743,U0326,2025-03-03,purchase,90.84
E1744,U0326,2025-03-24,login,
E1745,U0326,2025-02-19,purchase,105.97
E1746,U0326,2025-02-11,login,
E1747,U0326,2025-01-29,purchase,117.96
E1748,U0326,2025-03-26,feature_used,
E1749,U0327,2025-04-16,browse,
E1750,U0327,2025-04-02,purchase,104.71
E1751,U0327,2025-04-27,login,
E1752,U0327,2025-03-10,purchase,56.53
E1753,U0327,2025-02-18,purchase,85.63
E1754,U0327,2025-01-26,login,
E1755,U0327,2025-01-05,browse,
E1756,U0328,2025-02-08,browse,
E1757,U0328,2025-02-02,login,
E1758,U0328,2025-01-26,browse,
E1759,U0328,2025-02-17,browse,
E1760,U0328,2025-03-06,browse,
E1761,U0328,2025-04-23,browse,
E1762,U0328,2025-02-07,browse,
E1763,U0329,2025-02-10,purchase,30.04
E1764,U0329,2025-03-13,browse,
E1765,U0329,2025-04-02,browse,
E1766,U0329,2025-03-15,browse,
E1767,U0329,2025-01-17,browse,
E1768,U0330,2025-02-08,browse,
E1769,U0330,2025-01-12,purchase,19.88
E1770,U0330,2025-04-09,purchase,22.19
E1771,U0330,2025-01-14,login,
E1772,U0331,2025-01-10,purchase,10.84
E1773,U0331,2025-04-27,browse,
E1774,U0331,2025-02-24,login,
E1775,U0332,2025-02-27,purchase,8.25
E1776,U0332,2025-02-03,purchase,81.64
E1777,U0332,2025-02-04,login,
E1778,U0332,2025-04-12,purchase,17.59
E1779,U0332,2025-01-03,purchase,40.24
E1780,U0333,2025-01-11,purchase,5.56
E1781,U0333,2025-04-04,login,
E1782,U0333,2025-03-09,browse,
E1783,U0333,2025-03-10,login,
E1784,U0333,2025-01-01,login,
E1785,U0333,2025-03-27,feature_used,
E1786,U0334,2025-01-22,browse,
E1787,U0334,2025-04-10,login,
E1788,U0334,2025-01-11,purchase,78.06
E1789,U0334,2025-04-29,purchase,52.28
E1790,U0334,2025-02-27,browse,
E1791,U0335,2025-02-18,purchase,43.93
E1792,U0335,2025-03-05,purchase,119.77
E1793,U0335,2025-02-01,purchase,99.93
E1794,U0335,2025-03-05,browse,
E1795,U0336,2025-03-19,login,
E1796,U0336,2025-01-25,purchase,77.8
E1797,U0336,2025-02-17,browse,
E1798,U0336,2025-03-06,login,
E1799,U0337,2025-03-06,login,
E1800,U0337,2025-01-21,login,
E1801,U0337,2025-01-27,purchase,84.26
E1802,U0337,2025-04-16,browse,
E1803,U0337,2025-03-11,purchase,99.94
E1804,U0337,2025-04-29,browse,
E1805,U0337,2025-02-13,browse,
E1806,U0338,2025-01-09,browse,
E1807,U0338,2025-03-26,purchase,71.22
E1808,U0338,2025-01-11,browse,
E1809,U0338,2025-03-10,browse,
E1810,U0338,2025-04-09,login,
E1811,U0338,2025-04-01,purchase,115.44
E1812,U0338,2025-04-23,purchase,62.8
E1813,U0338,2025-03-22,feature_used,
E1814,U0339,2025-01-27,purchase,73.93
E1815,U0339,2025-04-09,browse,
E1816,U0339,2025-01-02,login,
E1817,U0340,2025-04-03,browse,
E1818,U0340,2025-01-20,login,
E1819,U0340,2025-03-02,browse,
E1820,U0340,2025-02-07,browse,
E1821,U0340,2025-01-20,login,
E1822,U0340,2025-04-24,login,
E1823,U0340,2025-01-25,purchase,79.55
E1824,U0340,2025-03-27,feature_used,
E1825,U0341,2025-01-12,purchase,64.61
E1826,U0341,2025-02-17,login,
E1827,U0341,2025-01-25,browse,
E1828,U0341,2025-02-26,browse,
E1829,U0341,2025-04-25,purchase,34.12
E1830,U0342,2025-02-22,browse,
E1831,U0342,2025-03-25,login,
E1832,U0342,2025-01-31,browse,
E1833,U0342,2025-03-10,browse,
E1834,U0342,2025-03-29,login,
E1835,U0343,2025-02-15,purchase,56.46
E1836,U0343,2025-04-06,browse,
E1837,U0343,2025-03-29,purchase,16.63
E1838,U0344,2025-04-06,purchase,36.53
E1839,U0344,2025-04-24,login,
E1840,U0344,2025-01-15,browse,
E1841,U0344,2025-02-05,browse,
E1842,U0344,2025-04-23,login,
E1843,U0344,2025-03-18,feature_used,
E1844,U0345,2025-03-10,purchase,23.5
E1845,U0345,2025-03-01,browse,
E1846,U0345,2025-02-24,login,
E1847,U0345,2025-01-16,purchase,103.12
E1848,U0346,2025-01-25,purchase,64.05
E1849,U0346,2025-01-21,login,
E1850,U0346,2025-01-17,browse,
E1851,U0347,2025-01-30,browse,
E1852,U0347,2025-01-19,purchase,43.94
E1853,U0347,2025-02-22,login,
E1854,U0347,2025-04-13,purchase,68.73
E1855,U0347,2025-02-25,login,
E1856,U0347,2025-03-18,login,
E1857,U0348,2025-01-19,purchase,74.53
E1858,U0348,2025-04-01,browse,
E1859,U0348,2025-03-11,login,
E1860,U0348,2025-03-24,feature_used,
E1861,U0349,2025-01-11,purchase,42.16
E1862,U0349,2025-04-01,browse,
E1863,U0349,2025-01-16,browse,
E1864,U0349,2025-03-31,purchase,56.44
E1865,U0349,2025-03-02,browse,
E1866,U0349,2025-04-04,purchase,48.4
E1867,U0349,2025-04-23,login,
E1868,U0349,2025-03-20,feature_used,
E1869,U0350,2025-01-20,login,
E1870,U0350,2025-01-25,login,
E1871,U0350,2025-03-07,browse,
E1872,U0350,2025-01-09,purchase,61.27
E1873,U0350,2025-04-02,purchase,43.95
E1874,U0351,2025-04-08,purchase,45.54
E1875,U0351,2025-02-16,browse,
E1876,U0351,2025-03-20,purchase,41.71
E1877,U0351,2025-04-19,purchase,37.41
E1878,U0351,2025-01-26,login,
E1879,U0351,2025-01-14,browse,
E1880,U0351,2025-02-23,browse,
E1881,U0351,2025-03-27,feature_used,
E1882,U0352,2025-01-25,browse,
E1883,U0352,2025-02-28,browse,
E1884,U0352,2025-02-01,login,
E1885,U0352,2025-04-26,browse,
E1886,U0352,2025-03-23,login,
E1887,U0353,2025-02-23,purchase,49.09
E1888,U0353,2025-04-16,purchase,97.26
E1889,U0353,2025-03-27,purchase,63.62
E1890,U0353,2025-03-24,purchase,18.24
E1891,U0353,2025-01-30,purchase,37.74
E1892,U0353,2025-02-22,login,
E1893,U0353,2025-04-12,feature_used,
E1894,U0354,2025-04-17,purchase,78.41
E1895,U0354,2025-01-26,browse,
E1896,U0354,2025-04-18,browse,
E1897,U0354,2025-01-02,browse,
E1898,U0355,2025-04-25,browse,
E1899,U0355,2025-03-16,purchase,90.14
E1900,U0355,2025-01-28,purchase,95.06
E1901,U0355,2025-04-30,purchase,15.95
E1902,U0355,2025-03-24,feature_used,
E1903,U0356,2025-01-09,purchase,10.79
E1904,U0356,2025-04-09,browse,
E1905,U0356,2025-01-11,purchase,8.73
E1906,U0356,2025-03-04,login,
E1907,U0356,2025-04-18,browse,
E1908,U0357,2025-02-17,browse,
E1909,U0357,2025-03-27,purchase,47.82
E1910,U0357,2025-01-21,browse,
E1911,U0357,2025-03-01,login,
E1912,U0357,2025-04-26,login,
E1913,U0358,2025-01-21,login,
E1914,U0358,2025-02-27,purchase,23.35
E1915,U0358,2025-01-18,browse,
E1916,U0358,2025-04-07,browse,
E1917,U0358,2025-03-13,browse,
E1918,U0358,2025-04-25,purchase,106.48
E1919,U0358,2025-04-23,login,
E1920,U0358,2025-03-29,feature_used,
E1921,U0359,2025-03-22,browse,
E1922,U0359,2025-04-06,login,
E1923,U0359,2025-01-07,browse,
E1924,U0359,2025-04-04,browse,
E1925,U0359,2025-01-28,purchase,15.33
E1926,U0359,2025-01-14,purchase,21.75
E1927,U0359,2025-02-13,login,
E1928,U0359,2025-03-20,feature_used,
E1929,U0360,2025-02-09,browse,
E1930,U0360,2025-02-16,browse,
E1931,U0360,2025-03-20,login,
E1932,U0360,2025-03-16,browse,
E1933,U0361,2025-04-17,purchase,51.29
E1934,U0361,2025-01-28,browse,
E1935,U0361,2025-04-14,purchase,79.78
E1936,U0361,2025-04-12,feature_used,
E1937,U0362,2025-01-28,browse,
E1938,U0362,2025-03-23,browse,
E1939,U0362,2025-03-19,login,
E1940,U0362,2025-03-23,login,
E1941,U0363,2025-04-10,browse,
E1942,U0363,2025-01-05,purchase,70.06
E1943,U0363,2025-04-07,browse,
E1944,U0363,2025-02-18,login,
E1945,U0363,2025-04-08,login,
E1946,U0364,2025-02-08,browse,
E1947,U0364,2025-03-03,browse,
E1948,U0364,2025-04-13,browse,
E1949,U0364,2025-04-02,browse,
E1950,U0364,2025-03-19,login,
E1951,U0364,2025-02-22,purchase,61.73
E1952,U0364,2025-03-26,feature_used,
E1953,U0365,2025-01-20,purchase,49.93
E1954,U0365,2025-03-24,purchase,110.78
E1955,U0365,2025-04-22,browse,
E1956,U0365,2025-01-11,browse,
E1957,U0366,2025-01-09,login,
E1958,U0366,2025-02-17,login,
E1959,U0366,2025-04-25,browse,
E1960,U0366,2025-03-23,login,
E1961,U0367,2025-01-25,purchase,7.08
E1962,U0367,2025-01-19,purchase,49.69
E1963,U0367,2025-02-08,purchase,76.25
E1964,U0367,2025-04-29,login,
E1965,U0367,2025-03-20,purchase,101.17
E1966,U0367,2025-03-21,login,
E1967,U0368,2025-01-30,browse,
E1968,U0368,2025-01-22,purchase,108.85
E1969,U0368,2025-01-03,browse,
E1970,U0368,2025-04-11,browse,
E1971,U0368,2025-04-15,purchase,44.21
E1972,U0369,2025-04-04,login,
E1973,U0369,2025-01-02,login,
E1974,U0369,2025-03-14,browse,
E1975,U0369,2025-04-21,browse,
E1976,U0369,2025-01-02,purchase,94.13
E1977,U0370,2025-04-21,purchase,100.09
E1978,U0370,2025-01-06,purchase,63.52
E1979,U0370,2025-04-18,login,
E1980,U0371,2025-02-09,login,
E1981,U0371,2025-02-01,browse,
E1982,U0371,2025-03-10,login,
E1983,U0371,2025-03-23,feature_used,
E1984,U0372,2025-04-24,browse,
E1985,U0372,2025-03-12,login,
E1986,U0372,2025-03-20,purchase,45.27
E1987,U0372,2025-02-22,purchase,85.75
E1988,U0372,2025-02-23,browse,
E1989,U0372,2025-03-25,feature_used,
E1990,U0373,2025-02-04,browse,
E1991,U0373,2025-02-18,login,
E1992,U0373,2025-02-15,purchase,6.55
E1993,U0373,2025-02-07,browse,
E1994,U0373,2025-01-08,purchase,98.01
E1995,U0373,2025-03-29,feature_used,
E1996,U0374,2025-04-28,login,
E1997,U0374,2025-03-21,login,
E1998,U0374,2025-04-03,login,
E1999,U0374,2025-01-09,login,
E2000,U0374,2025-02-02,browse,
E2001,U0374,2025-03-01,login,
E2002,U0374,2025-03-20,feature_used,
E2003,U0375,2025-01-13,browse,
E2004,U0375,2025-03-06,browse,
E2005,U0375,2025-01-20,login,
E2006,U0375,2025-02-26,login,
E2007,U0375,2025-04-21,login,
E2008,U0376,2025-01-10,browse,
E2009,U0376,2025-01-25,browse,
E2010,U0376,2025-02-18,purchase,53.47
E2011,U0376,2025-02-18,browse,
E2012,U0376,2025-03-30,purchase,19.46
